month,group_id,segment,course_type,assigned_teacher,students_count,session_min,lessons_per_session_60min,sessions_per_week,sessions_per_month,lessons_60min_per_month,price_per_lesson_60min_usd,price_per_lesson_60min_uah,course_usd,rev_per_student_pm_usd,total_rev_usd,total_rev_uah,teacher_rate_60min_usd,teacher_cost_rate_usd,cac_model,cac_group_usd,cac_amortized_pm_usd,total_cac_pm_usd,contract_months,teacher_fixed_cost_usd,total_cost_usd,profit_usd,margin_pct,breakeven_students,profitability_color,revenue_usd,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11
2025-04,G0001,B2B,Business Starter,T001,9,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1744.47,72395.51,10.5,204.75,per_group,350,175.0,175.0,2,204.75,379.75,1364.72,78.23,2.12,green,1744.47,357.62,10.24,2.05,12.29,6.4267,756.09,988.38,56.66,orange
2025-04,G0002,B2B,Business Starter,T001,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,10.5,204.75,per_group,350,175.0,175.0,2,204.75,379.75,1558.55,80.41,2.12,green,1938.3,397.35,10.24,2.05,12.29,6.4267,795.82,1142.48,58.94,orange
2025-04,G0003,B2B,Business Starter,T001,9,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1744.47,72395.51,10.5,204.75,per_group,350,175.0,175.0,2,204.75,379.75,1364.72,78.23,2.12,green,1744.47,357.62,10.24,2.05,12.29,6.4267,756.09,988.38,56.66,orange
2025-04,G0004,B2B,Business Starter,T002,11,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2132.13,88483.4,10.8,210.6,per_group,350,175.0,175.0,2,210.6,385.6,1746.53,81.91,2.15,green,2132.13,437.09,10.53,2.11,12.64,6.4267,841.76,1290.37,60.52,green
2025-04,G0005,B2B,Business Starter,T002,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,10.8,210.6,per_group,350,175.0,175.0,2,210.6,385.6,1552.7,80.11,2.15,green,1938.3,397.35,10.53,2.11,12.64,6.4267,802.02,1136.28,58.62,orange
2025-04,G0006,B2B,Business Starter,T002,12,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2325.96,96527.34,10.8,210.6,per_group,350,175.0,175.0,2,210.6,385.6,1940.36,83.42,2.15,green,2325.96,476.82,10.53,2.11,12.64,6.4267,881.49,1444.47,62.1,green
2025-04,G0007,B2B,Business Starter,T003,11,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2132.13,88483.4,10.2,198.9,per_group,350,175.0,175.0,2,198.9,373.9,1758.23,82.46,2.09,green,2132.13,437.09,9.95,1.99,11.93,6.4267,829.35,1302.78,61.1,green
2025-04,G0008,B2B,Business Starter,T003,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,10.2,198.9,per_group,350,175.0,175.0,2,198.9,373.9,1564.4,80.71,2.09,green,1938.3,397.35,9.95,1.99,11.93,6.4267,789.61,1148.69,59.26,orange
2025-04,G0009,B2B,Business Starter,T003,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,10.2,198.9,per_group,350,175.0,175.0,2,198.9,373.9,1564.4,80.71,2.09,green,1938.3,397.35,9.95,1.99,11.93,6.4267,789.61,1148.69,59.26,orange
2025-04,G0010,B2B,Business Starter,T004,11,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2132.13,88483.4,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1764.08,82.74,2.06,green,2132.13,437.09,9.65,1.93,11.58,4.82,821.54,1310.59,61.47,green
2025-04,G0011,B2B,Business Starter,T004,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1570.25,81.01,2.06,green,1938.3,397.35,9.65,1.93,11.58,4.82,781.8,1156.5,59.67,orange
2025-04,G0012,B2B,Business Starter,T004,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1570.25,81.01,2.06,green,1938.3,397.35,9.65,1.93,11.58,4.82,781.8,1156.5,59.67,orange
2025-04,G0013,B2B,Business Starter,T004,11,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2132.13,88483.4,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1764.08,82.74,2.06,green,2132.13,437.09,9.65,1.93,11.58,4.82,821.54,1310.59,61.47,green
2025-04,G0014,B2B,Business Starter,T005,12,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2325.96,96527.34,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1955.96,84.09,2.07,green,2325.96,476.82,9.75,1.95,11.7,6.4267,864.95,1461.01,62.81,green
2025-04,G0015,B2B,Business Starter,T005,11,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,2132.13,88483.4,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1762.13,82.65,2.07,green,2132.13,437.09,9.75,1.95,11.7,6.4267,825.22,1306.91,61.3,green
2025-04,G0016,B2B,Business Starter,T005,9,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1744.47,72395.51,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1374.47,78.79,2.07,green,1744.47,357.62,9.75,1.95,11.7,6.4267,745.75,998.72,57.25,orange
2025-04,G0017,B2B,Business Starter,T006,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1548.8,79.91,2.18,green,1938.3,397.35,10.73,2.15,12.87,9.64,809.36,1128.94,58.24,orange
2025-04,G0018,B2B,Business Starter,T006,10,90,1.5,3,13,19.5,9.94,412.51,387.66,193.83,1938.3,80439.45,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1548.8,79.91,2.18,green,1938.3,397.35,10.73,2.15,12.87,9.64,809.36,1128.94,58.24,orange
2025-04,G0019,B2B,Business C1,T007,9,60,1.0,3,13,13.0,25.17,1044.56,654.42,327.21,2944.89,122212.93,10.3,133.9,per_group,350,175.0,175.0,2,133.9,308.9,2635.99,89.51,1.03,green,2944.89,603.7,6.7,1.34,8.03,4.82,925.45,2019.44,68.57,green
2025-04,G0020,B2B,Business C1,T007,10,60,1.0,3,13,13.0,25.17,1044.56,654.42,327.21,3272.1,135792.15,10.3,133.9,per_group,350,175.0,175.0,2,133.9,308.9,2963.2,90.56,1.03,green,3272.1,670.78,6.7,1.34,8.03,4.82,992.53,2279.57,69.67,green
2025-04,G0021,B2B,Business C1,T007,8,60,1.0,3,13,13.0,25.17,1044.56,654.42,327.21,2617.68,108633.72,10.3,133.9,per_group,350,175.0,175.0,2,133.9,308.9,2308.78,88.2,1.03,green,2617.68,536.62,6.7,1.34,8.03,4.82,858.37,1759.31,67.21,green
2025-04,G0022,B2B,Business C1,T007,10,60,1.0,3,13,13.0,25.17,1044.56,654.42,327.21,3272.1,135792.15,10.3,133.9,per_group,350,175.0,175.0,2,133.9,308.9,2963.2,90.56,1.03,green,3272.1,670.78,6.7,1.34,8.03,4.82,992.53,2279.57,69.67,green
2025-04,G0023,B2B,Business C1,T008,9,60,1.0,3,13,13.0,25.17,1044.56,654.42,327.21,2944.89,122212.93,9.8,127.4,per_group,350,175.0,175.0,2,127.4,302.4,2642.49,89.73,1.01,green,2944.89,603.7,6.37,1.27,7.64,6.4267,920.17,2024.72,68.75,green
2025-04,G0024,B2B,Business C1,T008,10,60,1.0,3,13,13.0,25.17,1044.56,654.42,327.21,3272.1,135792.15,9.8,127.4,per_group,350,175.0,175.0,2,127.4,302.4,2969.7,90.76,1.01,green,3272.1,670.78,6.37,1.27,7.64,6.4267,987.25,2284.85,69.83,green
2025-04,G0025,B2C,IT Starter,T008,10,90,1.5,2,9,13.5,10.0,415.0,405.0,135.0,1350.0,56025.0,9.8,132.3,per_group,200,66.67,66.67,3,132.3,198.97,1151.03,85.26,1.68,green,1350.0,276.75,6.62,1.32,7.94,6.4267,490.09,859.91,63.7,green
